term_code,class_nbr,meeting_seq,component,section_code,days,start_time,end_time,period_raw,room_code,room_name,meeting_dates_raw,instructor,source_snapshot_id,captured_at
2420,9660,2,LEC,B,Th,09:30AM,12:15PM,Th 09:30AM - 12:15PM,CYT_203,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor GONG Yaqi,2026-08-15T01-53-13+08-00-full-term-1,
2420,5898,1,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5898,2,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5898,3,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5898,4,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5898,5,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5899,1,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5899,2,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5899,3,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5899,4,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5899,5,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,4832,1,OTH,AO01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Dr. TIAN Jie Jenny,2026-08-15T01-53-13+08-00-full-term-1,
2420,8667,1,LEC,A,We,02:30PM,05:15PM,We 02:30PM - 05:15PM,CYT_504,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. CHEUNG Pui Gentiana,2026-08-15T01-53-13+08-00-full-term-1,
2420,5900,1,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5900,2,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5900,3,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5900,4,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5900,5,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5907,1,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5907,2,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5907,3,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5907,4,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5907,5,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,6221,1,PRA,AP01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Dr. CHEUNG Pui Gentiana,2026-08-15T01-53-13+08-00-full-term-1,
2420,8428,1,LEC,A,Tu,09:30AM,12:15PM,Tu 09:30AM - 12:15PM,CKB_706B,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor LEE Po Lam Wilson,2026-08-15T01-53-13+08-00-full-term-1,
2420,7168,1,LEC,A,Th,02:30PM,05:15PM,Th 02:30PM - 05:15PM,ELB_401,,"9/10, 9/17, 9/24",- Professor LIU Yunbo,2026-08-15T01-53-13+08-00-full-term-1,
2420,7168,2,LEC,A,Th,02:30PM,05:15PM,Th 02:30PM - 05:15PM,ELB_401,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor LIU Yunbo,2026-08-15T01-53-13+08-00-full-term-1,
2420,4834,1,LEC,A,Sa,09:30AM,12:15PM,Sa 09:30AM - 12:15PM,CYT_609,,"9/12, 9/19",- Mr. CHAN Ka Fung,2026-08-15T01-53-13+08-00-full-term-1,
2420,4834,2,LEC,A,Sa,09:30AM,12:15PM,Sa 09:30AM - 12:15PM,CYT_609,,"10/3, 10/10, 10/17, 10/24, 10/31, 11/7, 11/14, 11/21, 11/28, 12/5",- Mr. CHAN Ka Fung,2026-08-15T01-53-13+08-00-full-term-1,
2420,4833,1,LEC,-,Th,02:30PM,05:15PM,Th 02:30PM - 05:15PM,ELB_303,,"9/10, 9/17, 9/24",- Professor LIU Hongbo,2026-08-15T01-53-13+08-00-full-term-1,
2420,4833,2,LEC,-,Th,02:30PM,05:15PM,Th 02:30PM - 05:15PM,ELB_303,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor LIU Hongbo,2026-08-15T01-53-13+08-00-full-term-1,
2420,5909,1,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5909,2,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5909,3,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5909,4,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5909,5,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5954,1,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5954,2,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5954,3,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5954,4,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5954,5,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,8926,1,LEC,-,Tu,02:30PM,05:15PM,Tu 02:30PM - 05:15PM,CYT_607,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Dr. Ervi LIUSMAN,2026-08-15T01-53-13+08-00-full-term-1,
2420,4836,1,LEC,-,Tu,02:30PM,05:15PM,Tu 02:30PM - 05:15PM,CYT_609,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Mr. CHEUNG Yui Johnny,2026-08-15T01-53-13+08-00-full-term-1,
2420,6540,1,PRA,-P01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Dr. CHEUNG Pui Gentiana,2026-08-15T01-53-13+08-00-full-term-1,
2420,5910,1,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5910,2,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5910,3,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5910,4,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5910,5,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5916,1,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"9/11, 9/18",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5916,2,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,"9/25, 10/2",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5916,3,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"10/9, 10/16, 10/23, 10/30, 11/6, 11/13",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5916,4,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,CYT_LT1A,,11/20,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,5916,5,LEC,A,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,LSK_LT7,,"11/27, 12/4",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,8473,1,LEC,-,Mo,09:30AM,12:15PM,Mo 09:30AM - 12:15PM,CKB_122,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor WONG Chi Fai Nelson,2026-08-15T01-53-13+08-00-full-term-1,
2420,8473,2,LEC,-,Mo,09:30AM,12:15PM,Mo 09:30AM - 12:15PM,CKB_122,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor WONG Chi Fai Nelson,2026-08-15T01-53-13+08-00-full-term-1,
2420,8749,1,LEC,-,We,02:30PM,05:15PM,We 02:30PM - 05:15PM,CYT_607,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor TSANG Tak Ming Desmond,2026-08-15T01-53-13+08-00-full-term-1,
2420,4837,1,LEC,-,Mo,02:30PM,05:15PM,Mo 02:30PM - 05:15PM,CYT_609,,"9/7, 9/14, 9/21, 9/28",- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,9865,1,LEC,-,Mo,02:30PM,05:15PM,Mo 02:30PM - 05:15PM,CYT_609,,"10/5, 10/12",- Mr. MAK Kin Wai,2026-08-15T01-53-13+08-00-full-term-1,
2420,9865,2,LEC,-,Mo,02:30PM,05:15PM,Mo 02:30PM - 05:15PM,CYT_609,,"10/26, 11/2",- Mr. MAK Kin Wai,2026-08-15T01-53-13+08-00-full-term-1,
2420,4883,1,LEC,-,Mo,02:30PM,05:15PM,Mo 02:30PM - 05:15PM,CYT_609,,"11/9, 11/16, 11/23, 11/30",- Mr. TANG Pui Yan,2026-08-15T01-53-13+08-00-full-term-1,
2420,4835,1,LEC,A,We,09:30AM,12:15PM,We 09:30AM - 12:15PM,CKB_122,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. Ervi LIUSMAN,2026-08-15T01-53-13+08-00-full-term-1,
2420,9344,1,LEC,A,Tu,09:30AM,12:15PM,Tu 09:30AM - 12:15PM,CKB_122,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor CHOI Sungwoo,2026-08-15T01-53-13+08-00-full-term-1,
2420,7794,1,LEC,-,Mo,10:30AM,01:15PM,Mo 10:30AM - 01:15PM,YIA_402,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor WU Ka Ming,2026-08-15T01-53-13+08-00-full-term-1,
2420,7794,2,LEC,-,Mo,10:30AM,01:15PM,Mo 10:30AM - 01:15PM,YIA_402,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor WU Ka Ming,2026-08-15T01-53-13+08-00-full-term-1,
2420,7794,3,DIS,-D01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor WU Ka Ming,2026-08-15T01-53-13+08-00-full-term-1,
2420,7794,4,FLD,-F01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor WU Ka Ming,2026-08-15T01-53-13+08-00-full-term-1,
2420,7819,1,PRJ,-J01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Staff,2026-08-15T01-53-13+08-00-full-term-1,
2420,7194,1,SEM,AS01,Th,06:30PM,08:15PM,Th 06:30PM - 08:15PM,CYT_LT1A,,"9/10, 9/17, 9/24",- Dr. KU Kei Tat,2026-08-15T01-53-13+08-00-full-term-1,
2420,7194,2,SEM,AS01,Th,06:30PM,08:15PM,Th 06:30PM - 08:15PM,CYT_LT1A,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Dr. KU Kei Tat,2026-08-15T01-53-13+08-00-full-term-1,
2420,8358,1,LEC,-,We,01:30PM,03:15PM,We 01:30PM - 03:15PM,YIA_LT6,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,8358,2,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,5107,1,LAB,AL01,Mo,02:30PM,06:15PM,Mo 02:30PM - 06:15PM,ERB_1008,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,5107,2,LAB,AL01,Mo,02:30PM,06:15PM,Mo 02:30PM - 06:15PM,ERB_1008,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,5108,1,LAB,BL01,We,02:30PM,06:15PM,We 02:30PM - 06:15PM,ERB_1008,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,5810,1,LEC,-,Th,10:30AM,12:15PM,Th 10:30AM - 12:15PM,ELB_LT3,,"9/10, 9/17, 9/24",- Professor ZHAO Changhong,2026-08-15T00-47-47+08-00,
2420,5810,2,LEC,-,Th,10:30AM,12:15PM,Th 10:30AM - 12:15PM,ELB_LT3,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor ZHAO Changhong,2026-08-15T00-47-47+08-00,
2420,5810,3,LEC,-,Fr,09:30AM,11:15AM,Fr 09:30AM - 11:15AM,BMS_G18,,"9/11, 9/18, 9/25, 10/2, 10/9, 10/16, 10/23, 10/30, 11/6, 11/13, 11/20, 11/27, 12/4",- Professor ZHAO Changhong,2026-08-15T00-47-47+08-00,
2420,5810,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor ZHAO Changhong,2026-08-15T00-47-47+08-00,
2420,4884,1,LEC,-,Tu,11:30AM,01:15PM,Tu 11:30AM - 01:15PM,MMW_LT1,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,4884,2,LEC,-,Th,03:30PM,05:15PM,Th 03:30PM - 05:15PM,BMS_G18,,"9/10, 9/17, 9/24",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,4884,3,LEC,-,Th,03:30PM,05:15PM,Th 03:30PM - 05:15PM,BMS_G18,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,4884,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,7193,1,LAB,AL01,Mo,02:30PM,06:15PM,Mo 02:30PM - 06:15PM,ERB_1008,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,7193,2,LAB,AL01,Mo,02:30PM,06:15PM,Mo 02:30PM - 06:15PM,ERB_1008,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,8848,1,LAB,BL01,Tu,02:30PM,06:15PM,Tu 02:30PM - 06:15PM,ERB_1008,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,8977,1,LAB,CL01,We,02:30PM,06:15PM,We 02:30PM - 06:15PM,ERB_1008,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor CHAN Chun Kit,2026-08-15T00-47-47+08-00,
2420,5661,1,LEC,-,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,ERB_404,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor LOK Tat Ming,2026-08-15T00-47-47+08-00,
2420,5661,2,LEC,-,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,ERB_404,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor LOK Tat Ming,2026-08-15T00-47-47+08-00,
2420,5661,3,LEC,-,Tu,02:30PM,03:15PM,Tu 02:30PM - 03:15PM,LPN_LT,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor LOK Tat Ming,2026-08-15T00-47-47+08-00,
2420,5661,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LOK Tat Ming,2026-08-15T00-47-47+08-00,
2420,7075,1,LEC,-,Mo,09:30AM,11:15AM,Mo 09:30AM - 11:15AM,SC_L1,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Dr. YIN Ho Fai Hoover,2026-08-15T00-47-47+08-00,
2420,7075,2,LEC,-,Mo,09:30AM,11:15AM,Mo 09:30AM - 11:15AM,SC_L1,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Dr. YIN Ho Fai Hoover,2026-08-15T00-47-47+08-00,
2420,7075,3,LEC,-,We,09:30AM,10:15AM,We 09:30AM - 10:15AM,ERB_1004,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. YIN Ho Fai Hoover,2026-08-15T00-47-47+08-00,
2420,7075,4,TUT,-T01,We,10:30AM,11:15AM,We 10:30AM - 11:15AM,ERB_1004,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Dr. YIN Ho Fai Hoover,2026-08-15T00-47-47+08-00,
2420,4885,1,LEC,-,Tu,11:30AM,01:15PM,Tu 11:30AM - 01:15PM,YIA_LT6,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor LEE Yiu Bun,2026-08-15T00-47-47+08-00,
2420,4885,2,LEC,-,We,11:30AM,01:15PM,We 11:30AM - 01:15PM,HTB_B6,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor LEE Yiu Bun,2026-08-15T00-47-47+08-00,
2420,4885,3,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LEE Yiu Bun,2026-08-15T00-47-47+08-00,
2420,8849,1,LAB,-L01,Th,04:30PM,06:15PM,Th 04:30PM - 06:15PM,ERB_1004,,"9/10, 9/17, 9/24",- Professor LEE Yiu Bun,2026-08-15T00-47-47+08-00,
2420,8849,2,LAB,-L01,Th,04:30PM,06:15PM,Th 04:30PM - 06:15PM,ERB_1004,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor LEE Yiu Bun,2026-08-15T00-47-47+08-00,
2420,5689,1,LEC,-,Tu,09:30AM,10:15AM,Tu 09:30AM - 10:15AM,SC_L2,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor CHEN Lian Kuan,2026-08-15T00-47-47+08-00,
2420,5689,2,LEC,-,Th,12:30PM,02:15PM,Th 12:30PM - 02:15PM,LSK_LT1,,"9/10, 9/17, 9/24",- Professor CHEN Lian Kuan,2026-08-15T00-47-47+08-00,
2420,5689,3,LEC,-,Th,12:30PM,02:15PM,Th 12:30PM - 02:15PM,LSK_LT1,,"10/8, 10/15, 10/22, 10/29, 11/5, 11/12, 11/19, 11/26, 12/3",- Professor CHEN Lian Kuan,2026-08-15T00-47-47+08-00,
2420,5689,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CHEN Lian Kuan,2026-08-15T00-47-47+08-00,
2420,5326,1,LEC,-,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,UCC_C1,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor CHEN He,2026-08-15T00-47-47+08-00,
2420,5326,2,LEC,-,Mo,02:30PM,04:15PM,Mo 02:30PM - 04:15PM,UCC_C1,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor CHEN He,2026-08-15T00-47-47+08-00,
2420,5326,3,LEC,-,We,01:30PM,02:15PM,We 01:30PM - 02:15PM,SC_L2,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor CHEN He,2026-08-15T00-47-47+08-00,
2420,5326,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CHEN He,2026-08-15T00-47-47+08-00,
2420,4886,1,LEC,-,Mo,11:30AM,01:15PM,Mo 11:30AM - 01:15PM,BMS_G18,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor ZHOU Yajin,2026-08-15T00-47-47+08-00,
2420,4886,2,LEC,-,Mo,11:30AM,01:15PM,Mo 11:30AM - 01:15PM,BMS_G18,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor ZHOU Yajin,2026-08-15T00-47-47+08-00,
2420,4886,3,LEC,-,Tu,01:30PM,02:15PM,Tu 01:30PM - 02:15PM,BMS_G18,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Professor ZHOU Yajin,2026-08-15T00-47-47+08-00,
2420,4886,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor ZHOU Yajin,2026-08-15T00-47-47+08-00,
2420,5795,1,LEC,-,Mo,04:30PM,06:15PM,Mo 04:30PM - 06:15PM,SC_L3,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor CHOW Sze Ming,2026-08-15T00-47-47+08-00,
2420,5795,2,LEC,-,Mo,04:30PM,06:15PM,Mo 04:30PM - 06:15PM,SC_L3,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor CHOW Sze Ming,2026-08-15T00-47-47+08-00,
2420,5795,3,LEC,-,We,04:30PM,05:15PM,We 04:30PM - 05:15PM,MMW_703,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor CHOW Sze Ming,2026-08-15T00-47-47+08-00,
2420,5795,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor CHOW Sze Ming,2026-08-15T00-47-47+08-00,
2420,5718,1,LEC,-,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,LSB_LT1,,"9/7, 9/14, 9/21, 9/28, 10/5, 10/12",- Professor LIN Dahua,2026-08-15T00-47-47+08-00,
2420,5718,2,LEC,-,Mo,01:30PM,02:15PM,Mo 01:30PM - 02:15PM,LSB_LT1,,"10/26, 11/2, 11/9, 11/16, 11/23, 11/30",- Professor LIN Dahua,2026-08-15T00-47-47+08-00,
2420,5718,3,LEC,-,We,02:30PM,04:15PM,We 02:30PM - 04:15PM,SC_L1,,"9/9, 9/16, 9/23, 9/30, 10/7, 10/14, 10/21, 10/28, 11/4, 11/11, 11/18, 11/25, 12/2",- Professor LIN Dahua,2026-08-15T00-47-47+08-00,
2420,5718,4,TUT,-T01,TBA,,,TBA,NRR,,07/09/2026 - 30/11/2026,- Professor LIN Dahua,2026-08-15T00-47-47+08-00,
2420,5335,1,LEC,-,Tu,03:30PM,05:15PM,Tu 03:30PM - 05:15PM,LSB_C1,,"9/8, 9/15, 9/22, 9/29, 10/6, 10/13, 10/20, 10/27, 11/3, 11/10, 11/17, 11/24, 12/1",- Dr. MA Pui Kit,2026-08-15T00-47-47+08-00,
2420,5335,2,LEC,-,Th,11:30AM,12:15PM,Th 11:30AM - 12:15PM,KKB_101,,"9/10, 9/17, 9/24",- Dr. MA Pui Kit,2026-08-15T00-47-47+08-00,
